Unnamed: 0,previous_state,current_state
1520,"[[1, 3, 6], [4, 0, 2], [7, 5, 8]]","[[1, 0, 6], [4, 3, 2], [7, 5, 8]]"
1521,"[[1, 3, 8], [4, 0, 6], [2, 7, 5]]","[[1, 0, 8], [4, 3, 6], [2, 7, 5]]"
1522,"[[1, 2, 3], [4, 5, 6], [7, 0, 8]]","[[1, 2, 3], [4, 5, 6], [7, 8, 0]]"
1,"[[1, 3, 5], [2, 6, 4], [7, 8, 0]]","[[1, 3, 5], [2, 6, 0], [7, 8, 4]]"
2,"[[1, 3, 5], [2, 6, 4], [7, 8, 0]]","[[1, 3, 5], [2, 6, 4], [7, 0, 8]]"
3,"[[1, 3, 5], [2, 6, 0], [7, 8, 4]]","[[1, 3, 0], [2, 6, 5], [7, 8, 4]]"
4,"[[1, 3, 5], [2, 6, 0], [7, 8, 4]]","[[1, 3, 5], [2, 0, 6], [7, 8, 4]]"
5,"[[1, 3, 5], [2, 6, 4], [7, 0, 8]]","[[1, 3, 5], [2, 0, 4], [7, 6, 8]]"
6,"[[1, 3, 5], [2, 6, 4], [7, 0, 8]]","[[1, 3, 5], [2, 6, 4], [0, 7, 8]]"
7,"[[1, 3, 0], [2, 6, 5], [7, 8, 4]]","[[1, 0, 3], [2, 6, 5], [7, 8, 4]]"
8,"[[1, 3, 5], [2, 0, 6], [7, 8, 4]]","[[1, 3, 5], [0, 2, 6], [7, 8, 4]]"
9,"[[1, 3, 5], [2, 0, 6], [7, 8, 4]]","[[1, 0, 5], [2, 3, 6], [7, 8, 4]]"
10,"[[1, 3, 5], [2, 0, 6], [7, 8, 4]]","[[1, 3, 5], [2, 8, 6], [7, 0, 4]]"
11,"[[1, 3, 5], [2, 0, 4], [7, 6, 8]]","[[1, 3, 5], [0, 2, 4], [7, 6, 8]]"
12,"[[1, 3, 5], [2, 0, 4], [7, 6, 8]]","[[1, 3, 5], [2, 4, 0], [7, 6, 8]]"
13,"[[1, 3, 5], [2, 0, 4], [7, 6, 8]]","[[1, 0, 5], [2, 3, 4], [7, 6, 8]]"
14,"[[1, 3, 5], [2, 6, 4], [0, 7, 8]]","[[1, 3, 5], [0, 6, 4], [2, 7, 8]]"
15,"[[1, 0, 3], [2, 6, 5], [7, 8, 4]]","[[0, 1, 3], [2, 6, 5], [7, 8, 4]]"
16,"[[1, 3, 5], [0, 2, 6], [7, 8, 4]]","[[0, 3, 5], [1, 2, 6], [7, 8, 4]]"
17,"[[1, 3, 5], [0, 2, 6], [7, 8, 4]]","[[1, 3, 5], [7, 2, 6], [0, 8, 4]]"
18,"[[1, 0, 3], [2, 6, 5], [7, 8, 4]]","[[1, 6, 3], [2, 0, 5], [7, 8, 4]]"
19,"[[1, 3, 5], [2, 8, 6], [7, 0, 4]]","[[1, 3, 5], [2, 8, 6], [7, 4, 0]]"
20,"[[1, 0, 5], [2, 3, 6], [7, 8, 4]]","[[1, 5, 0], [2, 3, 6], [7, 8, 4]]"
21,"[[1, 0, 5], [2, 3, 6], [7, 8, 4]]","[[0, 1, 5], [2, 3, 6], [7, 8, 4]]"
22,"[[1, 3, 5], [2, 4, 0], [7, 6, 8]]","[[1, 3, 0], [2, 4, 5], [7, 6, 8]]"
23,"[[1, 3, 5], [2, 8, 6], [7, 0, 4]]","[[1, 3, 5], [2, 8, 6], [0, 7, 4]]"
24,"[[1, 3, 5], [0, 2, 4], [7, 6, 8]]","[[0, 3, 5], [1, 2, 4], [7, 6, 8]]"
25,"[[1, 3, 5], [2, 4, 0], [7, 6, 8]]","[[1, 3, 5], [2, 4, 8], [7, 6, 0]]"
26,"[[1, 3, 5], [0, 2, 4], [7, 6, 8]]","[[1, 3, 5], [7, 2, 4], [0, 6, 8]]"
27,"[[1, 0, 5], [2, 3, 4], [7, 6, 8]]","[[1, 5, 0], [2, 3, 4], [7, 6, 8]]"
28,"[[1, 6, 3], [2, 0, 5], [7, 8, 4]]","[[1, 6, 3], [0, 2, 5], [7, 8, 4]]"
29,"[[1, 6, 3], [2, 0, 5], [7, 8, 4]]","[[1, 6, 3], [2, 5, 0], [7, 8, 4]]"
30,"[[0, 1, 3], [2, 6, 5], [7, 8, 4]]","[[2, 1, 3], [0, 6, 5], [7, 8, 4]]"
31,"[[1, 0, 5], [2, 3, 4], [7, 6, 8]]","[[0, 1, 5], [2, 3, 4], [7, 6, 8]]"
32,"[[1, 3, 5], [0, 6, 4], [2, 7, 8]]","[[0, 3, 5], [1, 6, 4], [2, 7, 8]]"
33,"[[1, 3, 5], [0, 6, 4], [2, 7, 8]]","[[1, 3, 5], [6, 0, 4], [2, 7, 8]]"
34,"[[1, 3, 5], [7, 2, 6], [0, 8, 4]]","[[1, 3, 5], [7, 2, 6], [8, 0, 4]]"
35,"[[1, 6, 3], [2, 0, 5], [7, 8, 4]]","[[1, 6, 3], [2, 8, 5], [7, 0, 4]]"
36,"[[0, 3, 5], [1, 2, 6], [7, 8, 4]]","[[3, 0, 5], [1, 2, 6], [7, 8, 4]]"
37,"[[1, 3, 0], [2, 4, 5], [7, 6, 8]]","[[1, 0, 3], [2, 4, 5], [7, 6, 8]]"
38,"[[1, 3, 5], [2, 8, 6], [7, 4, 0]]","[[1, 3, 5], [2, 8, 0], [7, 4, 6]]"
39,"[[1, 5, 0], [2, 3, 6], [7, 8, 4]]","[[1, 5, 6], [2, 3, 0], [7, 8, 4]]"
40,"[[0, 1, 5], [2, 3, 6], [7, 8, 4]]","[[2, 1, 5], [0, 3, 6], [7, 8, 4]]"
41,"[[1, 6, 3], [2, 5, 0], [7, 8, 4]]","[[1, 6, 3], [2, 5, 4], [7, 8, 0]]"
42,"[[1, 3, 5], [2, 8, 6], [0, 7, 4]]","[[1, 3, 5], [0, 8, 6], [2, 7, 4]]"
43,"[[1, 3, 5], [2, 4, 8], [7, 6, 0]]","[[1, 3, 5], [2, 4, 8], [7, 0, 6]]"
44,"[[1, 6, 3], [0, 2, 5], [7, 8, 4]]","[[0, 6, 3], [1, 2, 5], [7, 8, 4]]"
45,"[[1, 6, 3], [2, 5, 0], [7, 8, 4]]","[[1, 6, 0], [2, 5, 3], [7, 8, 4]]"
46,"[[1, 6, 3], [0, 2, 5], [7, 8, 4]]","[[1, 6, 3], [7, 2, 5], [0, 8, 4]]"
47,"[[2, 1, 3], [0, 6, 5], [7, 8, 4]]","[[2, 1, 3], [6, 0, 5], [7, 8, 4]]"
48,"[[2, 1, 3], [0, 6, 5], [7, 8, 4]]","[[2, 1, 3], [7, 6, 5], [0, 8, 4]]"
49,"[[1, 3, 5], [7, 2, 4], [0, 6, 8]]","[[1, 3, 5], [7, 2, 4], [6, 0, 8]]"
50,"[[0, 3, 5], [1, 2, 4], [7, 6, 8]]","[[3, 0, 5], [1, 2, 4], [7, 6, 8]]"
51,"[[1, 3, 5], [7, 2, 6], [8, 0, 4]]","[[1, 3, 5], [7, 2, 6], [8, 4, 0]]"
52,"[[1, 6, 3], [2, 8, 5], [7, 0, 4]]","[[1, 6, 3], [2, 8, 5], [7, 4, 0]]"
53,"[[3, 0, 5], [1, 2, 6], [7, 8, 4]]","[[3, 2, 5], [1, 0, 6], [7, 8, 4]]"
54,"[[3, 0, 5], [1, 2, 6], [7, 8, 4]]","[[3, 5, 0], [1, 2, 6], [7, 8, 4]]"
55,"[[1, 5, 0], [2, 3, 4], [7, 6, 8]]","[[1, 5, 4], [2, 3, 0], [7, 6, 8]]"
56,"[[1, 0, 3], [2, 4, 5], [7, 6, 8]]","[[0, 1, 3], [2, 4, 5], [7, 6, 8]]"
57,"[[1, 3, 5], [2, 8, 0], [7, 4, 6]]","[[1, 3, 0], [2, 8, 5], [7, 4, 6]]"
58,"[[1, 3, 5], [7, 2, 6], [8, 0, 4]]","[[1, 3, 5], [7, 0, 6], [8, 2, 4]]"
59,"[[1, 0, 3], [2, 4, 5], [7, 6, 8]]","[[1, 4, 3], [2, 0, 5], [7, 6, 8]]"
60,"[[1, 5, 6], [2, 3, 0], [7, 8, 4]]","[[1, 5, 6], [2, 0, 3], [7, 8, 4]]"
61,"[[1, 5, 6], [2, 3, 0], [7, 8, 4]]","[[1, 5, 6], [2, 3, 4], [7, 8, 0]]"
62,"[[1, 6, 3], [2, 8, 5], [7, 0, 4]]","[[1, 6, 3], [2, 8, 5], [0, 7, 4]]"
63,"[[1, 3, 5], [6, 0, 4], [2, 7, 8]]","[[1, 3, 5], [6, 4, 0], [2, 7, 8]]"
64,"[[0, 1, 5], [2, 3, 4], [7, 6, 8]]","[[2, 1, 5], [0, 3, 4], [7, 6, 8]]"
65,"[[1, 3, 5], [2, 8, 0], [7, 4, 6]]","[[1, 3, 5], [2, 0, 8], [7, 4, 6]]"
66,"[[1, 6, 3], [2, 5, 4], [7, 8, 0]]","[[1, 6, 3], [2, 5, 4], [7, 0, 8]]"
67,"[[1, 3, 5], [6, 0, 4], [2, 7, 8]]","[[1, 0, 5], [6, 3, 4], [2, 7, 8]]"
68,"[[1, 3, 5], [6, 0, 4], [2, 7, 8]]","[[1, 3, 5], [6, 7, 4], [2, 0, 8]]"
69,"[[0, 3, 5], [1, 6, 4], [2, 7, 8]]","[[3, 0, 5], [1, 6, 4], [2, 7, 8]]"
70,"[[1, 6, 0], [2, 5, 3], [7, 8, 4]]","[[1, 0, 6], [2, 5, 3], [7, 8, 4]]"
71,"[[2, 1, 3], [6, 0, 5], [7, 8, 4]]","[[2, 1, 3], [6, 5, 0], [7, 8, 4]]"
72,"[[2, 1, 5], [0, 3, 6], [7, 8, 4]]","[[2, 1, 5], [3, 0, 6], [7, 8, 4]]"
73,"[[2, 1, 5], [0, 3, 6], [7, 8, 4]]","[[2, 1, 5], [7, 3, 6], [0, 8, 4]]"
74,"[[1, 3, 5], [2, 4, 8], [7, 0, 6]]","[[1, 3, 5], [2, 4, 8], [0, 7, 6]]"
75,"[[1, 6, 3], [7, 2, 5], [0, 8, 4]]","[[1, 6, 3], [7, 2, 5], [8, 0, 4]]"
76,"[[2, 1, 3], [6, 0, 5], [7, 8, 4]]","[[2, 0, 3], [6, 1, 5], [7, 8, 4]]"
77,"[[2, 1, 3], [6, 0, 5], [7, 8, 4]]","[[2, 1, 3], [6, 8, 5], [7, 0, 4]]"
78,"[[2, 1, 3], [7, 6, 5], [0, 8, 4]]","[[2, 1, 3], [7, 6, 5], [8, 0, 4]]"
79,"[[0, 6, 3], [1, 2, 5], [7, 8, 4]]","[[6, 0, 3], [1, 2, 5], [7, 8, 4]]"
80,"[[1, 3, 5], [0, 8, 6], [2, 7, 4]]","[[0, 3, 5], [1, 8, 6], [2, 7, 4]]"
81,"[[1, 3, 0], [2, 8, 5], [7, 4, 6]]","[[1, 0, 3], [2, 8, 5], [7, 4, 6]]"
82,"[[1, 3, 5], [7, 2, 6], [8, 4, 0]]","[[1, 3, 5], [7, 2, 0], [8, 4, 6]]"
83,"[[1, 3, 5], [7, 2, 4], [6, 0, 8]]","[[1, 3, 5], [7, 2, 4], [6, 8, 0]]"
84,"[[1, 3, 5], [0, 8, 6], [2, 7, 4]]","[[1, 3, 5], [8, 0, 6], [2, 7, 4]]"
85,"[[1, 4, 3], [2, 0, 5], [7, 6, 8]]","[[1, 4, 3], [0, 2, 5], [7, 6, 8]]"
86,"[[1, 4, 3], [2, 0, 5], [7, 6, 8]]","[[1, 4, 3], [2, 5, 0], [7, 6, 8]]"
87,"[[1, 4, 3], [2, 0, 5], [7, 6, 8]]","[[1, 4, 3], [2, 6, 5], [7, 0, 8]]"
88,"[[1, 5, 6], [2, 0, 3], [7, 8, 4]]","[[1, 5, 6], [0, 2, 3], [7, 8, 4]]"
89,"[[1, 6, 3], [2, 8, 5], [7, 4, 0]]","[[1, 6, 3], [2, 8, 0], [7, 4, 5]]"
90,"[[0, 1, 3], [2, 4, 5], [7, 6, 8]]","[[2, 1, 3], [0, 4, 5], [7, 6, 8]]"
91,"[[3, 2, 5], [1, 0, 6], [7, 8, 4]]","[[3, 2, 5], [0, 1, 6], [7, 8, 4]]"
92,"[[3, 0, 5], [1, 2, 4], [7, 6, 8]]","[[3, 2, 5], [1, 0, 4], [7, 6, 8]]"
93,"[[3, 2, 5], [1, 0, 6], [7, 8, 4]]","[[3, 2, 5], [1, 6, 0], [7, 8, 4]]"
94,"[[3, 2, 5], [1, 0, 6], [7, 8, 4]]","[[3, 2, 5], [1, 8, 6], [7, 0, 4]]"
95,"[[3, 0, 5], [1, 2, 4], [7, 6, 8]]","[[3, 5, 0], [1, 2, 4], [7, 6, 8]]"
96,"[[3, 5, 0], [1, 2, 6], [7, 8, 4]]","[[3, 5, 6], [1, 2, 0], [7, 8, 4]]"
97,"[[1, 3, 5], [7, 2, 4], [6, 0, 8]]","[[1, 3, 5], [7, 0, 4], [6, 2, 8]]"
98,"[[1, 5, 4], [2, 3, 0], [7, 6, 8]]","[[1, 5, 4], [2, 0, 3], [7, 6, 8]]"
99,"[[1, 5, 6], [2, 3, 4], [7, 8, 0]]","[[1, 5, 6], [2, 3, 4], [7, 0, 8]]"
100,"[[1, 5, 6], [2, 0, 3], [7, 8, 4]]","[[1, 5, 6], [2, 8, 3], [7, 0, 4]]"
101,"[[1, 6, 3], [2, 5, 4], [7, 0, 8]]","[[1, 6, 3], [2, 0, 4], [7, 5, 8]]"
102,"[[1, 6, 3], [2, 5, 4], [7, 0, 8]]","[[1, 6, 3], [2, 5, 4], [0, 7, 8]]"
103,"[[2, 1, 3], [6, 5, 0], [7, 8, 4]]","[[2, 1, 3], [6, 5, 4], [7, 8, 0]]"
104,"[[1, 3, 5], [7, 0, 6], [8, 2, 4]]","[[1, 0, 5], [7, 3, 6], [8, 2, 4]]"
105,"[[1, 3, 5], [6, 4, 0], [2, 7, 8]]","[[1, 3, 0], [6, 4, 5], [2, 7, 8]]"
106,"[[1, 3, 5], [2, 0, 8], [7, 4, 6]]","[[1, 3, 5], [0, 2, 8], [7, 4, 6]]"
107,"[[1, 3, 5], [7, 0, 6], [8, 2, 4]]","[[1, 3, 5], [0, 7, 6], [8, 2, 4]]"
108,"[[1, 3, 5], [7, 0, 6], [8, 2, 4]]","[[1, 3, 5], [7, 6, 0], [8, 2, 4]]"
109,"[[1, 5, 4], [2, 3, 0], [7, 6, 8]]","[[1, 5, 4], [2, 3, 8], [7, 6, 0]]"
110,"[[1, 6, 3], [2, 8, 5], [0, 7, 4]]","[[1, 6, 3], [0, 8, 5], [2, 7, 4]]"
111,"[[1, 0, 6], [2, 5, 3], [7, 8, 4]]","[[0, 1, 6], [2, 5, 3], [7, 8, 4]]"
112,"[[2, 1, 3], [6, 5, 0], [7, 8, 4]]","[[2, 1, 0], [6, 5, 3], [7, 8, 4]]"
113,"[[1, 3, 5], [2, 0, 8], [7, 4, 6]]","[[1, 0, 5], [2, 3, 8], [7, 4, 6]]"
114,"[[1, 3, 5], [6, 4, 0], [2, 7, 8]]","[[1, 3, 5], [6, 4, 8], [2, 7, 0]]"
115,"[[2, 1, 5], [0, 3, 4], [7, 6, 8]]","[[2, 1, 5], [3, 0, 4], [7, 6, 8]]"
116,"[[2, 1, 5], [0, 3, 4], [7, 6, 8]]","[[2, 1, 5], [7, 3, 4], [0, 6, 8]]"
117,"[[2, 0, 3], [6, 1, 5], [7, 8, 4]]","[[0, 2, 3], [6, 1, 5], [7, 8, 4]]"
118,"[[1, 4, 3], [2, 6, 5], [7, 0, 8]]","[[1, 4, 3], [2, 6, 5], [7, 8, 0]]"
119,"[[1, 6, 3], [7, 2, 5], [8, 0, 4]]","[[1, 6, 3], [7, 2, 5], [8, 4, 0]]"
120,"[[2, 1, 3], [0, 4, 5], [7, 6, 8]]","[[2, 1, 3], [4, 0, 5], [7, 6, 8]]"
121,"[[2, 1, 3], [6, 8, 5], [7, 0, 4]]","[[2, 1, 3], [6, 8, 5], [7, 4, 0]]"
122,"[[2, 1, 3], [7, 6, 5], [8, 0, 4]]","[[2, 1, 3], [7, 6, 5], [8, 4, 0]]"
123,"[[6, 0, 3], [1, 2, 5], [7, 8, 4]]","[[6, 2, 3], [1, 0, 5], [7, 8, 4]]"
124,"[[1, 3, 5], [6, 7, 4], [2, 0, 8]]","[[1, 3, 5], [6, 7, 4], [0, 2, 8]]"
125,"[[1, 3, 5], [6, 7, 4], [2, 0, 8]]","[[1, 3, 5], [6, 7, 4], [2, 8, 0]]"
126,"[[1, 0, 5], [6, 3, 4], [2, 7, 8]]","[[1, 5, 0], [6, 3, 4], [2, 7, 8]]"
127,"[[2, 1, 5], [3, 0, 6], [7, 8, 4]]","[[2, 0, 5], [3, 1, 6], [7, 8, 4]]"
128,"[[2, 1, 5], [3, 0, 6], [7, 8, 4]]","[[2, 1, 5], [3, 6, 0], [7, 8, 4]]"
129,"[[2, 1, 5], [3, 0, 6], [7, 8, 4]]","[[2, 1, 5], [3, 8, 6], [7, 0, 4]]"
130,"[[2, 1, 5], [7, 3, 6], [0, 8, 4]]","[[2, 1, 5], [7, 3, 6], [8, 0, 4]]"
131,"[[3, 0, 5], [1, 6, 4], [2, 7, 8]]","[[3, 5, 0], [1, 6, 4], [2, 7, 8]]"
132,"[[1, 0, 3], [2, 8, 5], [7, 4, 6]]","[[0, 1, 3], [2, 8, 5], [7, 4, 6]]"
133,"[[1, 4, 3], [0, 2, 5], [7, 6, 8]]","[[0, 4, 3], [1, 2, 5], [7, 6, 8]]"
134,"[[1, 5, 6], [0, 2, 3], [7, 8, 4]]","[[0, 5, 6], [1, 2, 3], [7, 8, 4]]"
135,"[[1, 3, 5], [7, 2, 0], [8, 4, 6]]","[[1, 3, 0], [7, 2, 5], [8, 4, 6]]"
136,"[[1, 4, 3], [2, 5, 0], [7, 6, 8]]","[[1, 4, 0], [2, 5, 3], [7, 6, 8]]"
137,"[[1, 4, 3], [2, 5, 0], [7, 6, 8]]","[[1, 4, 3], [2, 5, 8], [7, 6, 0]]"
138,"[[1, 4, 3], [2, 6, 5], [7, 0, 8]]","[[1, 4, 3], [2, 6, 5], [0, 7, 8]]"
139,"[[1, 4, 3], [0, 2, 5], [7, 6, 8]]","[[1, 4, 3], [7, 2, 5], [0, 6, 8]]"
140,"[[1, 5, 6], [0, 2, 3], [7, 8, 4]]","[[1, 5, 6], [7, 2, 3], [0, 8, 4]]"
141,"[[1, 6, 3], [7, 2, 5], [8, 0, 4]]","[[1, 6, 3], [7, 0, 5], [8, 2, 4]]"
142,"[[1, 0, 3], [2, 8, 5], [7, 4, 6]]","[[1, 8, 3], [2, 0, 5], [7, 4, 6]]"
143,"[[2, 1, 3], [6, 8, 5], [7, 0, 4]]","[[2, 1, 3], [6, 8, 5], [0, 7, 4]]"
144,"[[2, 1, 3], [7, 6, 5], [8, 0, 4]]","[[2, 1, 3], [7, 0, 5], [8, 6, 4]]"
145,"[[2, 1, 3], [0, 4, 5], [7, 6, 8]]","[[2, 1, 3], [7, 4, 5], [0, 6, 8]]"
146,"[[2, 0, 3], [6, 1, 5], [7, 8, 4]]","[[2, 3, 0], [6, 1, 5], [7, 8, 4]]"
147,"[[3, 2, 5], [1, 6, 0], [7, 8, 4]]","[[3, 2, 0], [1, 6, 5], [7, 8, 4]]"
148,"[[3, 2, 5], [1, 6, 0], [7, 8, 4]]","[[3, 2, 5], [1, 6, 4], [7, 8, 0]]"
149,"[[3, 2, 5], [1, 8, 6], [7, 0, 4]]","[[3, 2, 5], [1, 8, 6], [7, 4, 0]]"
150,"[[3, 5, 6], [1, 2, 0], [7, 8, 4]]","[[3, 5, 6], [1, 2, 4], [7, 8, 0]]"
151,"[[6, 0, 3], [1, 2, 5], [7, 8, 4]]","[[6, 3, 0], [1, 2, 5], [7, 8, 4]]"
152,"[[1, 0, 5], [6, 3, 4], [2, 7, 8]]","[[0, 1, 5], [6, 3, 4], [2, 7, 8]]"
153,"[[1, 3, 5], [2, 4, 8], [0, 7, 6]]","[[1, 3, 5], [0, 4, 8], [2, 7, 6]]"
154,"[[3, 2, 5], [1, 0, 4], [7, 6, 8]]","[[3, 2, 5], [1, 4, 0], [7, 6, 8]]"
155,"[[3, 2, 5], [1, 0, 4], [7, 6, 8]]","[[3, 2, 5], [1, 6, 4], [7, 0, 8]]"
156,"[[3, 0, 5], [1, 6, 4], [2, 7, 8]]","[[3, 6, 5], [1, 0, 4], [2, 7, 8]]"
157,"[[3, 2, 5], [0, 1, 6], [7, 8, 4]]","[[0, 2, 5], [3, 1, 6], [7, 8, 4]]"
158,"[[1, 6, 3], [2, 0, 4], [7, 5, 8]]","[[1, 0, 3], [2, 6, 4], [7, 5, 8]]"
159,"[[1, 3, 5], [7, 2, 0], [8, 4, 6]]","[[1, 3, 5], [7, 0, 2], [8, 4, 6]]"
160,"[[1, 5, 6], [2, 8, 3], [7, 0, 4]]","[[1, 5, 6], [2, 8, 3], [7, 4, 0]]"
161,"[[1, 6, 3], [2, 8, 0], [7, 4, 5]]","[[1, 6, 0], [2, 8, 3], [7, 4, 5]]"
162,"[[1, 6, 3], [2, 0, 4], [7, 5, 8]]","[[1, 6, 3], [0, 2, 4], [7, 5, 8]]"
163,"[[1, 6, 3], [2, 8, 0], [7, 4, 5]]","[[1, 6, 3], [2, 0, 8], [7, 4, 5]]"
164,"[[1, 6, 3], [2, 0, 4], [7, 5, 8]]","[[1, 6, 3], [2, 4, 0], [7, 5, 8]]"
165,"[[2, 1, 3], [6, 5, 4], [7, 8, 0]]","[[2, 1, 3], [6, 5, 4], [7, 0, 8]]"
166,"[[3, 2, 5], [1, 8, 6], [7, 0, 4]]","[[3, 2, 5], [1, 8, 6], [0, 7, 4]]"
167,"[[3, 2, 5], [0, 1, 6], [7, 8, 4]]","[[3, 2, 5], [7, 1, 6], [0, 8, 4]]"
168,"[[3, 5, 6], [1, 2, 0], [7, 8, 4]]","[[3, 5, 6], [1, 0, 2], [7, 8, 4]]"
169,"[[1, 5, 4], [2, 0, 3], [7, 6, 8]]","[[1, 0, 4], [2, 5, 3], [7, 6, 8]]"
170,"[[1, 3, 5], [7, 2, 4], [6, 8, 0]]","[[1, 3, 5], [7, 2, 0], [6, 8, 4]]"
171,"[[1, 5, 4], [2, 0, 3], [7, 6, 8]]","[[1, 5, 4], [0, 2, 3], [7, 6, 8]]"
172,"[[1, 5, 4], [2, 0, 3], [7, 6, 8]]","[[1, 5, 4], [2, 6, 3], [7, 0, 8]]"
173,"[[3, 2, 5], [1, 0, 4], [7, 6, 8]]","[[3, 2, 5], [0, 1, 4], [7, 6, 8]]"
174,"[[3, 5, 0], [1, 2, 4], [7, 6, 8]]","[[3, 5, 4], [1, 2, 0], [7, 6, 8]]"
175,"[[1, 5, 6], [2, 3, 4], [7, 0, 8]]","[[1, 5, 6], [2, 0, 4], [7, 3, 8]]"
176,"[[1, 5, 6], [2, 3, 4], [7, 0, 8]]","[[1, 5, 6], [2, 3, 4], [0, 7, 8]]"
177,"[[1, 5, 6], [2, 8, 3], [7, 0, 4]]","[[1, 5, 6], [2, 8, 3], [0, 7, 4]]"
178,"[[1, 6, 3], [2, 5, 4], [0, 7, 8]]","[[1, 6, 3], [0, 5, 4], [2, 7, 8]]"
179,"[[2, 1, 3], [4, 0, 5], [7, 6, 8]]","[[2, 1, 3], [4, 5, 0], [7, 6, 8]]"
180,"[[2, 1, 3], [4, 0, 5], [7, 6, 8]]","[[2, 1, 3], [4, 6, 5], [7, 0, 8]]"
181,"[[0, 1, 6], [2, 5, 3], [7, 8, 4]]","[[2, 1, 6], [0, 5, 3], [7, 8, 4]]"
182,"[[1, 3, 0], [6, 4, 5], [2, 7, 8]]","[[1, 0, 3], [6, 4, 5], [2, 7, 8]]"
183,"[[1, 3, 5], [8, 0, 6], [2, 7, 4]]","[[1, 0, 5], [8, 3, 6], [2, 7, 4]]"
184,"[[1, 3, 5], [7, 0, 4], [6, 2, 8]]","[[1, 3, 5], [7, 4, 0], [6, 2, 8]]"
185,"[[1, 3, 5], [8, 0, 6], [2, 7, 4]]","[[1, 3, 5], [8, 6, 0], [2, 7, 4]]"
186,"[[1, 3, 5], [8, 0, 6], [2, 7, 4]]","[[1, 3, 5], [8, 7, 6], [2, 0, 4]]"
187,"[[0, 3, 5], [1, 8, 6], [2, 7, 4]]","[[3, 0, 5], [1, 8, 6], [2, 7, 4]]"
188,"[[1, 3, 5], [0, 2, 8], [7, 4, 6]]","[[0, 3, 5], [1, 2, 8], [7, 4, 6]]"
189,"[[1, 3, 5], [7, 6, 0], [8, 2, 4]]","[[1, 3, 0], [7, 6, 5], [8, 2, 4]]"
190,"[[1, 3, 5], [0, 2, 8], [7, 4, 6]]","[[1, 3, 5], [7, 2, 8], [0, 4, 6]]"
191,"[[1, 3, 5], [7, 6, 0], [8, 2, 4]]","[[1, 3, 5], [7, 6, 4], [8, 2, 0]]"
192,"[[1, 4, 3], [2, 6, 5], [7, 8, 0]]","[[1, 4, 3], [2, 6, 0], [7, 8, 5]]"
193,"[[1, 0, 5], [7, 3, 6], [8, 2, 4]]","[[1, 5, 0], [7, 3, 6], [8, 2, 4]]"
194,"[[2, 1, 0], [6, 5, 3], [7, 8, 4]]","[[2, 0, 1], [6, 5, 3], [7, 8, 4]]"
195,"[[2, 1, 3], [4, 0, 5], [7, 6, 8]]","[[2, 0, 3], [4, 1, 5], [7, 6, 8]]"
196,"[[6, 2, 3], [1, 0, 5], [7, 8, 4]]","[[6, 2, 3], [1, 5, 0], [7, 8, 4]]"
197,"[[1, 3, 5], [7, 0, 4], [6, 2, 8]]","[[1, 0, 5], [7, 3, 4], [6, 2, 8]]"
198,"[[1, 3, 5], [7, 0, 4], [6, 2, 8]]","[[1, 3, 5], [0, 7, 4], [6, 2, 8]]"
199,"[[1, 5, 4], [2, 3, 8], [7, 6, 0]]","[[1, 5, 4], [2, 3, 8], [7, 0, 6]]"
200,"[[1, 0, 5], [7, 3, 6], [8, 2, 4]]","[[0, 1, 5], [7, 3, 6], [8, 2, 4]]"
201,"[[1, 3, 5], [0, 7, 6], [8, 2, 4]]","[[0, 3, 5], [1, 7, 6], [8, 2, 4]]"
202,"[[1, 6, 3], [0, 8, 5], [2, 7, 4]]","[[0, 6, 3], [1, 8, 5], [2, 7, 4]]"
203,"[[1, 3, 0], [7, 2, 5], [8, 4, 6]]","[[1, 0, 3], [7, 2, 5], [8, 4, 6]]"
204,"[[1, 3, 5], [0, 7, 6], [8, 2, 4]]","[[1, 3, 5], [8, 7, 6], [0, 2, 4]]"
205,"[[1, 4, 3], [2, 5, 8], [7, 6, 0]]","[[1, 4, 3], [2, 5, 8], [7, 0, 6]]"
206,"[[1, 0, 5], [2, 3, 8], [7, 4, 6]]","[[1, 5, 0], [2, 3, 8], [7, 4, 6]]"
207,"[[1, 6, 3], [7, 2, 5], [8, 4, 0]]","[[1, 6, 3], [7, 2, 0], [8, 4, 5]]"
208,"[[1, 6, 3], [0, 8, 5], [2, 7, 4]]","[[1, 6, 3], [8, 0, 5], [2, 7, 4]]"
209,"[[1, 8, 3], [2, 0, 5], [7, 4, 6]]","[[1, 8, 3], [0, 2, 5], [7, 4, 6]]"
210,"[[1, 8, 3], [2, 0, 5], [7, 4, 6]]","[[1, 8, 3], [2, 4, 5], [7, 0, 6]]"
211,"[[1, 8, 3], [2, 0, 5], [7, 4, 6]]","[[1, 8, 3], [2, 5, 0], [7, 4, 6]]"
212,"[[0, 1, 3], [2, 8, 5], [7, 4, 6]]","[[2, 1, 3], [0, 8, 5], [7, 4, 6]]"
213,"[[2, 1, 3], [6, 8, 5], [7, 4, 0]]","[[2, 1, 3], [6, 8, 0], [7, 4, 5]]"
214,"[[2, 1, 3], [7, 6, 5], [8, 4, 0]]","[[2, 1, 3], [7, 6, 0], [8, 4, 5]]"
215,"[[0, 4, 3], [1, 2, 5], [7, 6, 8]]","[[4, 0, 3], [1, 2, 5], [7, 6, 8]]"
